identifier,INF2cnt,INF4cnt,INF3cnt
ENSMUSG00000025154,1634,1389,1683
ENSMUSG00000025155,727,754,650
ENSMUSG00000025156,508,586,574
ENSMUSG00000025157,810,669,787
ENSMUSG00000025158,273,241,235
ENSMUSG00000025159,870,766,980
ENSMUSG00000025161,540,518,443
ENSMUSG00000025162,3113,2934,3179
ENSMUSG00000025169,290,296,287
ENSMUSG00000025170,2,1,5
ENSMUSG00000025171,1183,1387,1021
ENSMUSG00000025173,2348,1953,2462
ENSMUSG00000025175,0,2,5
ENSMUSG00000025176,5,1,9
ENSMUSG00000025178,2971,2867,2766
ENSMUSG00000025184,1053,954,1019
ENSMUSG00000025185,13,11,5
ENSMUSG00000025188,540,667,646
ENSMUSG00000025190,1519,1501,1369
ENSMUSG00000025192,715,848,644
ENSMUSG00000025193,250,216,289
ENSMUSG00000025194,2,1,1
ENSMUSG00000025195,191,193,190
ENSMUSG00000025196,0,1,0
ENSMUSG00000025197,1,0,0
ENSMUSG00000025198,903,740,1119
ENSMUSG00000025199,805,599,1092
ENSMUSG00000025200,227,212,229
ENSMUSG00000025201,17,17,14
ENSMUSG00000025203,467,576,756
ENSMUSG00000025204,2130,2491,1917
ENSMUSG00000025208,863,1092,909
ENSMUSG00000025209,113,111,125
ENSMUSG00000025212,1879,2008,1995
ENSMUSG00000025213,9,13,10
ENSMUSG00000025217,216,188,263
ENSMUSG00000025218,103,103,105
ENSMUSG00000025220,2738,2033,3207
ENSMUSG00000025223,1527,1812,1591
ENSMUSG00000025224,558,507,555
ENSMUSG00000025225,3570,3684,3513
ENSMUSG00000025226,209,197,227
ENSMUSG00000025227,246,287,368
ENSMUSG00000025228,3215,3014,3481
ENSMUSG00000025231,362,273,356
ENSMUSG00000025232,28763,27073,29114
ENSMUSG00000025234,1440,1065,1477
ENSMUSG00000025235,205,209,186
ENSMUSG00000025236,348,297,354
ENSMUSG00000025237,296,224,303
ENSMUSG00000025239,1989,1817,2087
ENSMUSG00000025240,1336,1052,1723
ENSMUSG00000025241,404,318,386
ENSMUSG00000025243,14,2,10
ENSMUSG00000025245,636,494,603
ENSMUSG00000025246,1560,1568,1799
ENSMUSG00000025257,16,17,13
ENSMUSG00000025260,950,913,770
ENSMUSG00000025261,1609,1450,1467
ENSMUSG00000025262,20,17,18
ENSMUSG00000025264,450,435,366
ENSMUSG00000025265,31,58,37
ENSMUSG00000025266,344,306,421
ENSMUSG00000025268,458,376,365
ENSMUSG00000025269,141,123,105
ENSMUSG00000025270,7,0,4
ENSMUSG00000025271,12,32,31
ENSMUSG00000025277,45,69,56
ENSMUSG00000025278,232,191,220
ENSMUSG00000025279,1,1,1
ENSMUSG00000025280,341,324,417
ENSMUSG00000025283,27858,22596,27839
ENSMUSG00000025287,2508,1675,2317
ENSMUSG00000025289,2828,2607,2570
ENSMUSG00000025290,2895,3205,2365
ENSMUSG00000025314,3938,3493,4235
ENSMUSG00000025316,83,186,133
ENSMUSG00000025318,8,10,10
ENSMUSG00000025321,11,7,11
ENSMUSG00000025323,155,83,182
ENSMUSG00000025324,1,0,8
ENSMUSG00000025326,2246,1669,2194
ENSMUSG00000025328,10,6,10
ENSMUSG00000025330,15,14,12
ENSMUSG00000025332,582,484,575
ENSMUSG00000025337,1848,1578,1715
ENSMUSG00000025340,1384,1055,1462
ENSMUSG00000025348,0,0,3
ENSMUSG00000025350,12,10,12
ENSMUSG00000025351,32891,33583,27610
ENSMUSG00000025352,12,12,7
ENSMUSG00000025353,1709,1447,1526
ENSMUSG00000025354,2208,1810,2268
ENSMUSG00000025355,430,480,385
ENSMUSG00000025357,81,67,86
ENSMUSG00000025358,311,252,312
ENSMUSG00000025359,14,16,23
ENSMUSG00000025362,861,847,846
ENSMUSG00000025364,922,934,796
ENSMUSG00000025366,4314,4756,4774
ENSMUSG00000025369,1126,1083,1254
ENSMUSG00000025371,1535,1542,1413
ENSMUSG00000025372,1168,1156,1077
ENSMUSG00000025373,994,1062,937
ENSMUSG00000025374,535,589,516
ENSMUSG00000025375,302,202,279
ENSMUSG00000025377,280,349,293
ENSMUSG00000025380,6,7,0
ENSMUSG00000025381,1203,1217,1065
ENSMUSG00000025383,2,0,0
ENSMUSG00000025384,268,333,323
ENSMUSG00000025389,0,1,1
ENSMUSG00000025393,14873,14383,14142
ENSMUSG00000025395,79,47,109
ENSMUSG00000025402,1002,927,906
ENSMUSG00000025403,263,286,290
ENSMUSG00000025404,666,660,671
ENSMUSG00000025407,134,154,143
ENSMUSG00000025408,580,532,401
ENSMUSG00000025409,216,202,214
ENSMUSG00000025410,3256,3476,3134
ENSMUSG00000025413,599,457,563
ENSMUSG00000025417,597,654,740
ENSMUSG00000025420,1,0,3
ENSMUSG00000025421,305,287,305
ENSMUSG00000025422,4,1,0
ENSMUSG00000025423,706,531,760
ENSMUSG00000025428,9973,8558,9546
ENSMUSG00000025429,299,284,438
ENSMUSG00000025431,2,0,0
ENSMUSG00000025432,2,2,2
ENSMUSG00000025436,122,100,107
ENSMUSG00000025437,859,482,883
ENSMUSG00000025439,1710,1437,1686
ENSMUSG00000025450,116,94,173
ENSMUSG00000025451,253,187,290
ENSMUSG00000025453,496,362,608
ENSMUSG00000025461,0,1,0
ENSMUSG00000025464,160,152,196
ENSMUSG00000025465,2377,2626,2367
ENSMUSG00000025466,102,133,96
ENSMUSG00000025468,0,1,0
ENSMUSG00000025470,349,343,306
ENSMUSG00000025473,11411,10941,12038
ENSMUSG00000025474,654,644,739
ENSMUSG00000025477,398,372,419
ENSMUSG00000025480,3,0,6
ENSMUSG00000025481,2,0,0
ENSMUSG00000025484,383,409,365
ENSMUSG00000025485,1348,1268,1353
ENSMUSG00000025486,183,173,161
ENSMUSG00000025487,2715,2767,2552
ENSMUSG00000025489,0,3,1
ENSMUSG00000025491,12,12,13
ENSMUSG00000025492,3353,3532,3278
ENSMUSG00000025494,38,41,36
ENSMUSG00000025495,565,433,535
ENSMUSG00000025498,267,316,295
ENSMUSG00000025499,977,1035,888
ENSMUSG00000025500,5,4,5
ENSMUSG00000025503,14151,15529,13384
ENSMUSG00000025504,2,0,0
ENSMUSG00000025505,116,171,181
ENSMUSG00000025507,62,40,52
ENSMUSG00000025508,2132,2695,1843
ENSMUSG00000025509,2076,2519,2274
ENSMUSG00000025510,283,629,310
ENSMUSG00000025511,4137,4599,4087
ENSMUSG00000025512,1845,2024,1625
ENSMUSG00000025515,2,0,9
ENSMUSG00000025521,2609,2750,2391
ENSMUSG00000025525,591,419,603
ENSMUSG00000025527,1,0,0
ENSMUSG00000025531,631,381,628
ENSMUSG00000025532,645,645,512
ENSMUSG00000025533,1273,1615,1347
ENSMUSG00000025534,10564,10724,10374
ENSMUSG00000025537,2,0,4
ENSMUSG00000025538,318,281,266
ENSMUSG00000025544,5549,4062,7177
ENSMUSG00000025545,168,160,160
ENSMUSG00000025555,10,5,4
ENSMUSG00000025558,51,34,47
ENSMUSG00000025571,502,553,428
ENSMUSG00000025572,316,381,362
ENSMUSG00000025573,5,3,4
ENSMUSG00000025574,188,245,195
ENSMUSG00000025575,1277,1412,1276
ENSMUSG00000025577,102,48,78
ENSMUSG00000025578,23,31,14
ENSMUSG00000025579,2279,2228,2251
ENSMUSG00000025580,2837,3025,2755
ENSMUSG00000025582,259,392,391
ENSMUSG00000025583,858,897,728
ENSMUSG00000025584,599,616,598
ENSMUSG00000025586,12,32,44
ENSMUSG00000025591,439,425,467
ENSMUSG00000025602,159,138,136
ENSMUSG00000025607,424,438,396
ENSMUSG00000025608,4,0,3
ENSMUSG00000025609,1941,1326,2223
ENSMUSG00000025612,962,1128,1043
ENSMUSG00000025613,6274,5173,6246
ENSMUSG00000025616,1310,1063,1190
ENSMUSG00000025626,206,127,272
ENSMUSG00000025630,6803,5456,7796
ENSMUSG00000025645,83,96,101
ENSMUSG00000025646,12,9,13
ENSMUSG00000025647,8215,7932,8643
ENSMUSG00000025648,565,550,639
ENSMUSG00000025650,4,0,2
ENSMUSG00000025651,92,118,141
ENSMUSG00000025656,1,2,5
ENSMUSG00000025701,6,10,12
ENSMUSG00000025702,1553,1341,1921
ENSMUSG00000025722,362,352,353
ENSMUSG00000025723,25,39,35
ENSMUSG00000025724,1857,1726,1830
ENSMUSG00000025728,558,483,526
ENSMUSG00000025730,771,764,776
ENSMUSG00000025731,184,174,183
ENSMUSG00000025732,118,144,111
ENSMUSG00000025733,65,114,60
ENSMUSG00000025735,0,0,1
ENSMUSG00000025736,1596,1783,1504
ENSMUSG00000025737,209,188,193
ENSMUSG00000025738,3,2,2
ENSMUSG00000025739,3,7,4
ENSMUSG00000025742,386,313,476
ENSMUSG00000025743,3256,3249,3760
ENSMUSG00000025745,1155,1112,1218
ENSMUSG00000025746,7,4,4
ENSMUSG00000025747,61,105,72
ENSMUSG00000025757,536,389,525
ENSMUSG00000025758,156,139,171
ENSMUSG00000025759,269,216,342
ENSMUSG00000025762,96,119,97
ENSMUSG00000025764,536,406,414
ENSMUSG00000025766,85,77,96
ENSMUSG00000025779,945,827,984
ENSMUSG00000025780,1,0,4
ENSMUSG00000025781,5344,4792,5250
ENSMUSG00000025782,377,393,331
ENSMUSG00000025785,302,353,296
ENSMUSG00000025786,2045,1720,2057
ENSMUSG00000025787,186,198,200
ENSMUSG00000025790,75,68,48
ENSMUSG00000025791,662,736,716
ENSMUSG00000025792,1994,2153,2028
ENSMUSG00000025793,1868,1878,1772
ENSMUSG00000025794,2103,2466,1652
ENSMUSG00000025795,664,614,839
ENSMUSG00000025804,500,406,612
ENSMUSG00000025809,9902,7511,11599
ENSMUSG00000025810,7638,6871,7836
ENSMUSG00000025813,1,0,0
ENSMUSG00000025815,0,0,8
ENSMUSG00000025816,325,247,312
ENSMUSG00000025817,295,240,274
ENSMUSG00000025821,274,275,296
ENSMUSG00000025823,963,733,1129
ENSMUSG00000025825,2337,2462,2235
ENSMUSG00000025854,22002,19538,20842
ENSMUSG00000025855,25,55,26
ENSMUSG00000025856,1236,1515,1046
ENSMUSG00000025857,179,148,199
ENSMUSG00000025858,1227,1209,1190
ENSMUSG00000025860,1103,808,903
ENSMUSG00000025862,1643,955,1900
ENSMUSG00000025867,0,1,0
ENSMUSG00000025868,1219,1428,1054
ENSMUSG00000025869,382,344,280
ENSMUSG00000025870,306,353,251
ENSMUSG00000025871,2238,1899,2623
ENSMUSG00000025872,933,979,861
ENSMUSG00000025873,890,805,910
ENSMUSG00000025875,606,713,647
ENSMUSG00000025876,172,232,151
ENSMUSG00000025877,3151,2828,2607
ENSMUSG00000025878,315,292,353
ENSMUSG00000025880,340,364,361
ENSMUSG00000025887,0,0,6
ENSMUSG00000025888,2645,2063,2603
ENSMUSG00000025893,252,142,208
ENSMUSG00000025894,452,351,437
ENSMUSG00000025898,385,290,397
ENSMUSG00000025899,219,166,224
ENSMUSG00000025900,3,0,0
ENSMUSG00000025903,747,549,1031
ENSMUSG00000025907,1441,1020,1607
ENSMUSG00000025911,84,73,67
ENSMUSG00000025912,6,10,18
ENSMUSG00000025915,1090,873,1231
ENSMUSG00000025917,2556,2310,2420
ENSMUSG00000025920,469,390,571
ENSMUSG00000025921,181,213,289
ENSMUSG00000025922,8,5,6
ENSMUSG00000025925,253,260,298
ENSMUSG00000025931,9,21,20
ENSMUSG00000025932,410,329,399
ENSMUSG00000025933,31,37,36
ENSMUSG00000025934,113,99,74
ENSMUSG00000025935,5846,4489,7158
ENSMUSG00000025937,547,496,584
ENSMUSG00000025938,30,12,11
ENSMUSG00000025939,560,495,657
ENSMUSG00000025940,521,459,651
ENSMUSG00000025949,1096,761,1049
ENSMUSG00000025950,6039,4893,7160
ENSMUSG00000025956,337,282,293
ENSMUSG00000025958,1011,713,1000
ENSMUSG00000025959,525,676,580
ENSMUSG00000025961,1,0,0
ENSMUSG00000025962,361,376,472
ENSMUSG00000025967,2753,2560,2302
ENSMUSG00000025968,1475,1185,1697
ENSMUSG00000025969,7912,6634,7944
ENSMUSG00000025971,678,527,643
ENSMUSG00000025977,0,0,1
ENSMUSG00000025978,9,16,7
ENSMUSG00000025979,1770,1276,1921
ENSMUSG00000025980,1439,1326,1485
ENSMUSG00000025981,878,623,798
ENSMUSG00000025982,6466,5290,7007
ENSMUSG00000025983,1,0,3
ENSMUSG00000025986,226,130,346
ENSMUSG00000025993,3206,2481,3910
ENSMUSG00000025995,396,349,470
ENSMUSG00000025997,26,24,34
ENSMUSG00000026000,895,850,783
ENSMUSG00000026003,2270,2080,2322
ENSMUSG00000026004,545,392,653
ENSMUSG00000026005,383,351,468
ENSMUSG00000026009,1,0,0
ENSMUSG00000026012,60,26,53
ENSMUSG00000026014,1172,924,934
ENSMUSG00000026017,96,104,119
ENSMUSG00000026018,55,30,126
ENSMUSG00000026019,486,445,473
ENSMUSG00000026020,667,448,536
ENSMUSG00000026021,3317,2426,3519
ENSMUSG00000026023,18,12,18
ENSMUSG00000026024,467,331,459
ENSMUSG00000026027,386,274,477
ENSMUSG00000026028,607,554,654
ENSMUSG00000026029,1068,1060,1310
ENSMUSG00000026031,3528,2658,3046
ENSMUSG00000026032,1272,1296,1153
ENSMUSG00000026034,2087,1607,2646
ENSMUSG00000026035,408,322,389
ENSMUSG00000026036,667,564,651
ENSMUSG00000026037,858,620,811
ENSMUSG00000026039,58,26,56
ENSMUSG00000026047,65,70,92
ENSMUSG00000026048,147,186,169
ENSMUSG00000026049,191,126,256
ENSMUSG00000026064,508,449,616
ENSMUSG00000026065,6,0,3
ENSMUSG00000026068,3,4,1
ENSMUSG00000026069,1,1,0
ENSMUSG00000026072,25,28,21
ENSMUSG00000026073,18,3,8
ENSMUSG00000026074,1213,1045,946
ENSMUSG00000026077,40,19,32
ENSMUSG00000026078,1150,1287,1229
ENSMUSG00000026080,10,11,13
ENSMUSG00000026082,713,496,729
ENSMUSG00000026083,2254,2227,2029
ENSMUSG00000026087,1033,1185,1157
ENSMUSG00000026088,236,177,204
ENSMUSG00000026090,5,3,1
ENSMUSG00000026094,968,661,1063
ENSMUSG00000026095,132,105,126
ENSMUSG00000026096,36,21,36
ENSMUSG00000026097,626,406,648
ENSMUSG00000026098,73,72,124
ENSMUSG00000026102,100,109,112
ENSMUSG00000026103,1548,1100,1690
ENSMUSG00000026104,286,282,402
ENSMUSG00000026107,170,131,185
ENSMUSG00000026109,2,0,0
ENSMUSG00000026110,695,630,787
ENSMUSG00000026111,2408,2219,2451
ENSMUSG00000026112,2271,1764,2209
ENSMUSG00000026113,276,347,271
ENSMUSG00000026116,476,484,564
ENSMUSG00000026121,68,79,53
ENSMUSG00000026123,2686,2144,3019
ENSMUSG00000026126,2311,2958,2096
ENSMUSG00000026127,1619,1796,1544
ENSMUSG00000026131,1127,823,810
ENSMUSG00000026134,158,128,134
ENSMUSG00000026135,234,252,159
ENSMUSG00000026141,3,12,3
ENSMUSG00000026142,686,408,715
ENSMUSG00000026150,3116,2711,3478
ENSMUSG00000026153,109,82,157
ENSMUSG00000026154,295,306,323
ENSMUSG00000026155,1992,1503,1784
ENSMUSG00000026156,994,667,937
ENSMUSG00000026158,512,519,571
ENSMUSG00000026159,1110,952,1121
ENSMUSG00000026162,81,107,106
ENSMUSG00000026170,785,726,826
ENSMUSG00000026171,565,549,528
ENSMUSG00000026172,74,104,77
ENSMUSG00000026173,83,112,62
ENSMUSG00000026174,1637,1606,1736
ENSMUSG00000026175,7,7,2
ENSMUSG00000026176,523,681,458
ENSMUSG00000026177,7406,6904,7158
ENSMUSG00000026179,363,373,367
ENSMUSG00000026180,2,0,0
ENSMUSG00000026181,455,415,515
ENSMUSG00000026187,8,10,13
ENSMUSG00000026189,182,196,146
ENSMUSG00000026192,357,324,355
ENSMUSG00000026193,220,329,269
ENSMUSG00000026196,5,2,3
ENSMUSG00000026197,821,1084,903
ENSMUSG00000026198,8,4,3
ENSMUSG00000026199,302,228,347
ENSMUSG00000026200,204,161,231
ENSMUSG00000026201,585,615,505
ENSMUSG00000026202,1415,1463,1180
ENSMUSG00000026203,218,193,205
ENSMUSG00000026204,13,4,5
ENSMUSG00000026205,3,0,1
ENSMUSG00000026207,965,1130,794
ENSMUSG00000026209,1256,1342,1221
ENSMUSG00000026213,1829,1267,1709
ENSMUSG00000026219,2571,2030,2696
ENSMUSG00000026220,0,0,3
ENSMUSG00000026222,587,640,745
ENSMUSG00000026223,7696,7659,7698
ENSMUSG00000026227,1,0,0
ENSMUSG00000026228,123,123,117
ENSMUSG00000026229,5655,4078,5675
ENSMUSG00000026234,7316,6202,6399
ENSMUSG00000026235,22,2,0
ENSMUSG00000026238,5132,4384,4545
ENSMUSG00000026239,376,394,436
ENSMUSG00000026240,337,330,341
ENSMUSG00000026245,1164,891,1112
ENSMUSG00000026246,3,0,0
ENSMUSG00000026248,470,448,417
ENSMUSG00000026249,212,170,187
ENSMUSG00000026253,3,1,1
ENSMUSG00000026254,2629,2568,2363
ENSMUSG00000026255,20,4,6
ENSMUSG00000026260,2157,2182,1904
ENSMUSG00000026269,1673,1995,1762
ENSMUSG00000026270,177,205,207
ENSMUSG00000026271,19,16,10
ENSMUSG00000026273,206,214,189
ENSMUSG00000026274,10,6,12
ENSMUSG00000026275,996,913,1024
ENSMUSG00000026276,2988,2865,3750
ENSMUSG00000026277,1348,1461,1378
ENSMUSG00000026278,6,0,3
ENSMUSG00000026279,435,517,467
ENSMUSG00000026280,1035,979,864
ENSMUSG00000026281,328,346,309
ENSMUSG00000026283,340,273,325
ENSMUSG00000026288,4049,3966,4647
ENSMUSG00000026289,602,551,620
ENSMUSG00000026303,1,5,5
ENSMUSG00000026305,2801,2818,2898
ENSMUSG00000026307,304,290,281
ENSMUSG00000026309,850,1015,899
ENSMUSG00000026311,168,147,127
ENSMUSG00000026313,743,853,737
ENSMUSG00000026315,1113,825,1049
ENSMUSG00000026317,3951,3614,4142
ENSMUSG00000026319,708,501,666
ENSMUSG00000026321,2429,2083,2960
ENSMUSG00000026333,177,174,167
ENSMUSG00000026335,430,312,374
ENSMUSG00000026339,1086,863,1075
ENSMUSG00000026341,13684,10525,15557
ENSMUSG00000026342,1222,971,1451
ENSMUSG00000026347,73,97,85
ENSMUSG00000026348,0,0,1
ENSMUSG00000026349,947,733,996
ENSMUSG00000026353,2859,2715,2724
ENSMUSG00000026355,1366,1365,1601
ENSMUSG00000026356,1244,908,1420
ENSMUSG00000026357,122,144,178
ENSMUSG00000026358,3195,2313,3058
ENSMUSG00000026360,5748,6211,5276
ENSMUSG00000026361,1052,721,993
ENSMUSG00000026365,423,260,715
ENSMUSG00000026374,2622,2634,2406
ENSMUSG00000026377,1153,782,936
ENSMUSG00000026380,0,9,0
ENSMUSG00000026383,29,21,64
ENSMUSG00000026384,194,191,264
ENSMUSG00000026385,3549,3741,3231
ENSMUSG00000026388,35,36,38
ENSMUSG00000026389,338,331,342
ENSMUSG00000026390,133,165,142
ENSMUSG00000026393,3710,3177,4367
ENSMUSG00000026395,9295,6704,9981
ENSMUSG00000026399,0,2,0
ENSMUSG00000026404,187,159,173
ENSMUSG00000026407,0,0,2
ENSMUSG00000026409,50,34,46
ENSMUSG00000026411,528,544,438
ENSMUSG00000026415,0,0,4
ENSMUSG00000026421,1885,1804,1841
ENSMUSG00000026424,0,0,1
ENSMUSG00000026425,2984,2527,3184
ENSMUSG00000026426,4110,3862,4485
ENSMUSG00000026427,253,278,339
ENSMUSG00000026429,31,30,36
ENSMUSG00000026430,948,967,1305
ENSMUSG00000026433,277,325,365
ENSMUSG00000026434,1693,1467,1654
ENSMUSG00000026435,6,7,11
ENSMUSG00000026436,971,1007,915
ENSMUSG00000026437,1518,1521,1548
ENSMUSG00000026439,449,350,509
ENSMUSG00000026452,3,3,0
ENSMUSG00000026455,192,193,192
ENSMUSG00000026456,1166,1065,1143
ENSMUSG00000026457,7346,7101,8013
ENSMUSG00000026458,137,72,98
ENSMUSG00000026463,153,142,144
ENSMUSG00000026466,2871,3050,3162
ENSMUSG00000026468,0,1,0
ENSMUSG00000026469,1184,1104,1190
ENSMUSG00000026470,2188,1875,2247
ENSMUSG00000026471,233,183,267
ENSMUSG00000026473,1560,2046,1474
ENSMUSG00000026475,53,48,27
ENSMUSG00000026478,579,537,529
ENSMUSG00000026479,12,7,4
ENSMUSG00000026480,3872,3994,3828
ENSMUSG00000026482,1517,1287,1397
ENSMUSG00000026483,708,793,629
ENSMUSG00000026484,1164,829,1719
ENSMUSG00000026489,290,309,284
ENSMUSG00000026490,125,87,98
ENSMUSG00000026491,508,526,587
ENSMUSG00000026492,129,104,159
ENSMUSG00000026494,2,0,0
ENSMUSG00000026495,96,61,57
ENSMUSG00000026496,1066,1130,1204
ENSMUSG00000026497,1,2,0
ENSMUSG00000026499,1638,1289,1631
ENSMUSG00000026500,578,624,628
ENSMUSG00000026502,1633,1431,1576
ENSMUSG00000026504,242,296,348
ENSMUSG00000026509,2129,1768,2340
ENSMUSG00000026510,261,175,298
ENSMUSG00000026511,2135,1802,1981
ENSMUSG00000026516,425,314,505
ENSMUSG00000026519,496,448,485
ENSMUSG00000026520,534,598,563
ENSMUSG00000026525,16,26,42
ENSMUSG00000026526,610,604,588
ENSMUSG00000026532,1,0,0
ENSMUSG00000026535,3,3,1
ENSMUSG00000026536,209,236,289
ENSMUSG00000026544,172,199,154
ENSMUSG00000026546,2,13,9
ENSMUSG00000026547,5666,6226,5351
ENSMUSG00000026548,218,227,234
ENSMUSG00000026553,4459,3560,4918
ENSMUSG00000026554,3108,2587,3150
ENSMUSG00000026556,37,46,39
ENSMUSG00000026558,280,198,231
ENSMUSG00000026563,691,546,765
ENSMUSG00000026564,3,14,2
ENSMUSG00000026565,489,362,498
ENSMUSG00000026566,112,100,80
ENSMUSG00000026567,3,0,1
ENSMUSG00000026568,1302,1057,1169
ENSMUSG00000026571,117,102,161
ENSMUSG00000026572,2,0,0
ENSMUSG00000026573,0,0,1
ENSMUSG00000026575,183,203,198
ENSMUSG00000026576,47,57,37
ENSMUSG00000026577,354,254,467
ENSMUSG00000026578,126,64,81
ENSMUSG00000026579,21,14,18
ENSMUSG00000026581,0,5,5
ENSMUSG00000026584,667,644,756
ENSMUSG00000026585,420,358,498
ENSMUSG00000026594,181,139,193
ENSMUSG00000026596,892,758,662
ENSMUSG00000026600,8990,5913,9346
ENSMUSG00000026601,3,7,9
ENSMUSG00000026602,1,0,3
ENSMUSG00000026603,618,555,499
ENSMUSG00000026604,2,0,0
ENSMUSG00000026605,82,74,67
ENSMUSG00000026608,248,262,382
ENSMUSG00000026615,1591,1266,1521
ENSMUSG00000026616,4,4,12
ENSMUSG00000026617,447,320,477
ENSMUSG00000026618,1320,1033,1260
ENSMUSG00000026622,50,49,49
ENSMUSG00000026623,1002,947,1117
ENSMUSG00000026626,2442,1860,2302
ENSMUSG00000026627,1768,1594,1976
ENSMUSG00000026628,10201,9768,9175
ENSMUSG00000026630,28,21,17
ENSMUSG00000026632,90,130,116
ENSMUSG00000026634,969,879,1055
ENSMUSG00000026637,178,138,165
ENSMUSG00000026638,2,5,0
ENSMUSG00000026639,5,0,0
ENSMUSG00000026640,684,532,541
ENSMUSG00000026641,926,892,944
ENSMUSG00000026643,590,527,483
ENSMUSG00000026644,0,0,1
ENSMUSG00000026646,35,24,29
ENSMUSG00000026648,405,430,547
ENSMUSG00000026649,29,28,27
ENSMUSG00000026650,10,22,34
ENSMUSG00000026655,1107,744,1211
ENSMUSG00000026656,4083,3124,4104
ENSMUSG00000026657,292,252,302
ENSMUSG00000026659,182,194,236
ENSMUSG00000026662,616,571,714
ENSMUSG00000026663,1600,1385,1649
ENSMUSG00000026664,662,581,716
ENSMUSG00000026667,1638,1414,1797
ENSMUSG00000026668,0,0,1
ENSMUSG00000026669,15,21,14
ENSMUSG00000026670,572,554,651
ENSMUSG00000026672,2024,1484,1685
ENSMUSG00000026674,0,3,0
ENSMUSG00000026675,525,486,435
ENSMUSG00000026676,0,0,1
ENSMUSG00000026679,11,22,21
ENSMUSG00000026683,45,40,54
ENSMUSG00000026687,1542,1480,1483
ENSMUSG00000026688,918,1156,902
ENSMUSG00000026692,0,0,6
ENSMUSG00000026694,145,115,200
ENSMUSG00000026696,1170,866,1277
ENSMUSG00000026698,799,802,747
ENSMUSG00000026700,5,6,13
ENSMUSG00000026701,6968,6243,5982
ENSMUSG00000026705,242,188,247
ENSMUSG00000026707,147,108,120
ENSMUSG00000026708,135,155,158
ENSMUSG00000026709,135,119,152
ENSMUSG00000026712,3930,2841,3886
ENSMUSG00000026715,62,75,61
ENSMUSG00000026718,628,431,561
ENSMUSG00000026721,248,199,353
ENSMUSG00000026723,203,180,186
ENSMUSG00000026726,4,4,10
ENSMUSG00000026727,2138,1816,2349
ENSMUSG00000026728,20405,21758,19124
ENSMUSG00000026729,54,66,62
ENSMUSG00000026730,66,69,117
ENSMUSG00000026736,16,14,24
ENSMUSG00000026737,2246,1895,2623
ENSMUSG00000026739,607,360,930
ENSMUSG00000026740,622,550,538
ENSMUSG00000026743,485,418,395
ENSMUSG00000026748,1594,1470,1754
ENSMUSG00000026749,3029,2956,3008
ENSMUSG00000026750,2129,2121,1887
ENSMUSG00000026753,2420,1585,2426
ENSMUSG00000026754,311,299,383
ENSMUSG00000026755,1426,1250,1260
ENSMUSG00000026761,720,478,896
ENSMUSG00000026764,9,19,15
ENSMUSG00000026766,2038,1939,1848
ENSMUSG00000026767,419,381,510
ENSMUSG00000026768,48,20,60
ENSMUSG00000026771,646,420,636
ENSMUSG00000026773,778,959,772
ENSMUSG00000026775,1070,643,1224
ENSMUSG00000026779,57,12,36
ENSMUSG00000026781,925,670,1067
ENSMUSG00000026782,522,481,738
ENSMUSG00000026784,306,279,339
