"Peak id","Mass","RT","UN_1.mzXML","UN4.mzXML","INFEC_1.mzXML","INFEC_2.mzXML","INFEC_3.mzXML","INFEC_4.mzXML","HK1.mzXML","HK2.mzXML","HK3.mzXML","HK4.mzXML","SOR_UN1.mzXML","SOR_UN2.mzXML","SOR_UN3.mzXML","SOR_UN4.mzXML","SOR_INF1.mzXML","SOR_INF2.mzXML","SOR_INF3.mzXML","SOR_HK1.mzXML","SOR_HK2.mzXML","SOR_HK3.mzXML","SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"2781","94.9806","718.5","3162874.75","3353502","3445859.75","3416102","3296934.5","3316697.5","3445934","3262966.75","3206043.5","3371379.25","4340085","4540804.5","4598436.5","4525363.5","4459869","4782863","4522439","4540240.5","4679107.5","4431887.5","3979007","negative","Annotate in FrAnK","Methanesulfonic acid,Silicic acid","C11145,HMDB31436"
"2782","172.958","718.93","826555.56","959947.94","1057917.88","979475.31","978646.19","930161.5","1010812.06","976990.88","981635.88","1008710.38","1575012.38","1707863.38","1856578","1645995.63","1716127.88","1901872.88","1967759.25","1836340.88","1750281.63","1698919","1295506.88","negative","Annotate in FrAnK","",""
"2783","154.9475","717.33","100067.17","115092.81","111724.74","140382.36","124242.34","123914.52","141473.53","124485.61","129208.07","118430.37","265962.63","276596.41","301272.81","270173.91","312578.03","324917.13","303352.81","291830.19","317011.41","266438.19","209568.94","negative","No Fragments","",""
"2784","126.9051","573.31","120953.78","93967.22","79313.88","71972.6","84903.34","85291.45","72014.88","80307.63","82165.66","74139.46","53497.3","112352.16","68964.43","181820.8","61570.78","49013.04","51498.57","83253","53114.13","65629.69","4765645","negative","No Fragments","Hydroiodic acid,I(-),Potassium iodide,Sodium iodide","C05590,C08219,C14042,HMDB59634"
"2785","215.8376","573.79","115791.68","91237.16","71022.19","71002.72","86192.76","82000.09","76136.52","73156.32","67327.02","84880.87","45304.61","75867.37","51315.65","119904.66","45806.22","52209.23","55811.14","64014.57","49913.4","50744.65","3001228.75","negative","No Fragments","",""
"2786","201.1134","585.33","63752.19","40400.5","43064.52","33945.55","54993.9","39254.82","32620.82","33917.71","39608.8","31508.82","27927.54","55193.95","53321.47","49433.13","33405.18","59668.7","36034.42","48161.94","51871.13","38065.99","650583.38","negative","No Fragments","2,6-Dimethyl-1,8-octanedioic acid,2-Ethylsuberic acid,3-Methylazelaic acid,Diethyl adipate,Dimethyl suberate,Heptylmalonic acid,N-lactoyl-Isoeucine,Oxalic acid dibutyl ester,R-2-Hydroxy-3-methylbutanoic acid 3-Methylbutanoyl,Sebacic acid","C08277,C14566,C17803,HMDB00792,HMDB31510,HMDB40196,HMDB59708,HMDB59719,HMDB59754,HMDB62180,LMFA01170006,LMFA01170129"
"2787","134.0473","572.84","27049.97","33560.31","23731.01","22270.73","21586.05","30085.62","17891.42","20940.42","24421.44","23921.61","38173.13","36795.91","47140.96","59778.24","37476.65","38415.5","53410.25","41983.77","37663.21","68531.3","399356.5","negative","No Fragments","Adenine","C00147,HMDB00034,Std1_1_20170612_135637_6"
"2788","145.0143","589.82","67810.77","74019.3","82735.16","59741.32","59188.79","75011.28","62780.95","80226.62","56797.46","91230.54","59914.95","60742.79","48747.51","77955.13","63977.74","48900.06","51098.49","64097.08","45056.13","48258.03","160602.52","negative","No Fragments","2-Oxoglutarate,3-Oxoglutaric acid,3-methylmalate(2-),5-Hydroxy-2,4-dioxopentanoate,Dehydro-D-arabinono-1,4-lactone,Methyloxaloacetate,Oxaloacetate 4-methyl ester,Oxoglutaric acid","C00026,C03716,C05406,C06030,C06316,HMDB00208,HMDB13701,HMDB62739"
"2789","173.1044","1555.52","3712666","3009394.75","2660295.25","2173527.25","4750948","1991332.13","3249182.25","2863921.75","3195617.25","2901509.5","1242065.75","4609787.5","1839135.63","2297189.25","1558321.25","1116814.75","1960873.63","2499536.5","1141485.13","1454094.25","3073301.75","negative","No Fragments","Amino acid(Arg-),D-Arginine,L-Arginine","C00062,C00792,C02385,HMDB00517,HMDB03416"
"2790","235.079","1554.88","174460.47","140961.41","145283.52","102863.35","236373.27","102039.68","159373.33","134761","159090.13","149439.47","32973.71","153014.44","52968.11","68069.17","43156.05","33266.11","55607.2","80972.37","30813.32","44368.16","109433.06","negative","No Fragments","",""
"2791","301.0509","1555.89","181753","131569.81","121256.41","105497.48","216660.06","98652.03","148378.08","120175.44","146461.97","142396.45","34893.05","155382.3","57126.55","71225.2","49944.17","35249.01","64274.95","78529.48","33362.56","42977.27","105469.58","negative","No Fragments","",""
"2792","279.0687","1555.79","135753.52","96739.48","91630.24","74914.37","160119.36","75228.69","108483.13","105972.09","113686.74","109528.09","22707.21","92224.51","30858.2","45964.03","28514.15","22066.6","42126.38","46718.46","18909.1","26354.86","63693.11","negative","No Fragments","",""
"2793","407.0151","1557.34","57178.27","50773.03","51000.01","43340.84","72273.96","42375.59","53278.16","49646.15","57827.68","49016.15","16516.57","69378.47","32884.76","27911.79","25827.14","16966.73","30299.79","41591.8","16926.88","17536.63","55739.59","negative","No Fragments","",""
"2794","385.0332","1554.95","64821.77","53046.8","44339.83","42673.95","71911.94","42380.57","56481.1","53962.02","62035.6","52230.24","12386.83","44185.83","20771.14","27258.03","24549.47","16002.51","23679.45","29763.56","14894.12","16441.72","33249.65","negative","No Fragments","",""
"2795","341.0434","1555.71","54141.82","53124.96","40166.88","35266.09","71628.2","37883.05","50976.53","43551.3","53505.35","44436.7","14206.81","50221.78","21828.84","26974.52","18889.13","14143.44","28848.83","33768.93","16607.29","13824.22","37049.76","negative","No Fragments","",""
"2796","257.0869","1554.83","60259.36","47510.66","38036.71","29852.07","71463.3","39003","46855.13","36881.42","50137.23","42589.41","NA","33640.07","14284.6","16348.26","6132.77","5161.36","15410.39","17335.88","7614.09","11937.19","19624.97","negative","No Fragments","",""
"2797","440.9907","1554.52","49653.73","28809.02","28419.51","27728.56","39636.19","27428.39","32761.37","30295.89","29949.24","35193.77","11922.53","25150.35","17269.88","13727.7","6344.17","NA","6997.29","13345.93","NA","14897.03","17248.79","negative","No Fragments","",""
"2798","319.0489","1556.55","27339.54","27746.02","22588.6","21232.86","43091.82","NA","25736.98","20659.11","28018.95","24275.14","NA","44142.03","14502.41","22680.6","13182.68","6824.7","21807.55","17800.58","13314.43","6596.92","30255.64","negative","No Fragments","",""
"2799","253.0769","1557.08","31687.2","35399.93","25603.18","21796.44","44080.62","7191.77","30224.2","28118.03","30462.21","27731.35","12544.22","43249.95","15015.13","25654.07","15372.72","13754.4","19826.53","27896.38","7109.03","11866.2","28156.78","negative","No Fragments","",""
"2800","213.0845","1555.38","26887.53","19619.82","18492.46","13943.99","32896.17","11461.53","20422.03","17024.44","24869.43","24038.21","6876.27","39874.78","13453.71","25678.3","6726.09","6387.07","16460.85","17053.19","NA","5483.07","24596.73","negative","No Fragments","",""
"2801","114.9363","219.08","3605775.25","4726067","4211203.5","4211497.5","3777267","3213880.25","4688252","4722864.5","3952305.25","3654612.75","1987517","2993387.5","2764945.75","2114438","2126002.75","1862825","2607562.75","2975729.25","2335091.75","2049526","3027104","negative","Annotate in FrAnK","",""
"2802","193.0354","973.21","4447004.5","43617.93","34031.51","39117.41","49533.49","33031.71","53458.52","48107.74","50595.27","34380.13","54393.25","44473.63","36462","34835.44","39054.1","34725.35","31426.46","30918.61","35410.75","45873.61","134494.7","negative","No Fragments","2-Dehydro-D-galactonate,2-Dehydro-L-idonate,2-Keto-D-gluconic acid,2-Keto-L-gluconate,3-Dehydro-L-gulonate,5-Dehydro-D-gluconate,5-Keto-D-gluconate,D-Fructuronate,D-Galacturonate,D-Glucuronate,D-Glucuronic acid,D-Mannuronate,D-Tagaturonate,Galacturonic acid,Iduronic acid,L-Altruronic acid,L-Guluronic acid,L-Iduronic acid,Pectic acid,Pectin,beta-D-Glucopyranuronic acid","C00191,C00333,C00558,C00618,C00905,C01062,C02024,C03342,C06472,C06473,C06477,C08348,C08350,C15673,C16245,HMDB00127,HMDB02545,HMDB02704,HMDB03363,HMDB03402,HMDB06334,HMDB11731,HMDB11732,HMDB38491,Std1_1_20170612_135637_64"
"2803","171.0664","649.53","4290823.5","239282.5","209489.66","237238.41","263683.88","173908.19","177493.83","176531.3","266584.72","200441.59","159613.64","175170.61","118354.05","125344.83","155648.81","168282.06","114969.84","115449.35","176715.11","135778.56","492497.25","negative","No Fragments","2-Octenedioic acid,2-octenedioic acid,3-Isopropenylpentanedioic acid,4,7-dioxo-octanoic acid,Diethyl fumarate,Ethyl 2,4-dioxohexanoate,cis-4-Octenedioic acid,cis-4-octenedioic acid,trans-3-Octenedioic acid","HMDB00341,HMDB04982,HMDB13312,HMDB32352,HMDB34851,HMDB38601,LMFA01060156,LMFA01170078,LMFA01170085"
"2804","134.8947","760.86","1850007.88","1263104.88","1030735.44","966598.88","1353742.88","1665038.63","996116.81","1053737.88","1526820.75","1217514.75","4179358.75","3514088.75","1253270.25","3834126.25","3497874.5","872260.25","3463510.25","3460285.5","3242514.75","3633806.75","3193822.75","negative","No Fragments","",""
"2805","135.8948","758.29","218203.39","157139.69","143453.59","114839.56","181309.5","224499.09","119509.67","148626.36","180563.19","141404.67","469506.56","406047.16","179257.98","427620.34","502718.41","98477.46","407349.06","429804.28","433611.09","429927.53","417144.44","negative","No Fragments","",""
"2806","174.8395","745.65","77140.05","83392.82","81512.41","48041.55","61295.82","81126.96","56188.73","122176.95","73148.73","70320.88","158206.67","209083.95","186394.67","268846.5","205054.52","135230.8","201158.25","216484.44","205962.02","235041.05","127196.07","negative","No Fragments","",""
"2807","137.8919","762.78","96528.01","63088.93","49558.5","50248.74","88311.07","81288.53","54739.79","59122.81","88406.1","54465.29","191602.44","169756.95","64740.73","179046.48","171442.7","41592.14","158519.73","147049.27","129215.97","154256.92","152178.13","negative","No Fragments","",""
"2808","137.8919","748.78","96528.01","55036.58","45905.34","50248.74","88311.07","73321.75","54739.79","53474.89","67304.76","54465.29","191602.44","169756.95","58488.99","179046.48","139685.77","35221.96","144377.13","147049.27","129215.97","149927.2","152178.13","negative","No Fragments","",""
"2809","257.9248","749.1","95264.35","98281.84","70012.66","87403.67","82988.48","90225.64","94946.27","78316.22","79022.72","76356.52","172514.45","157432.41","119027.05","158557.19","145722.8","137279.36","170531.72","145592.73","166474.75","151396.83","138936.34","negative","No Fragments","",""
"2810","153.8687","747.44","76831.41","52653.43","24297.57","23191.95","37199.79","63468.48","19512.77","39828.09","51867.32","41564.58","132297.33","109288.63","59305.99","106877.65","132742.16","22123.34","107591.68","81508.39","108838.84","107523.21","95667.38","negative","No Fragments","",""
"2811","98.9669","950.21","530049.63","327831.81","570166.19","313774.34","485381.66","457545.5","344961.44","4173166.25","448130.25","551694.88","174186.45","342646.5","407359.78","326956.13","272824.53","396533.72","404079.28","407326.59","341426.91","316496","365863.28","negative","No Fragments","",""
"2812","134.8947","776.14","1850007.88","1263104.88","1022582.75","939477.81","1353742.88","1515446.88","996116.81","1025206.44","1521106.13","1217514.75","4132746","3464424.75","1039354.19","3834126.25","3425154","872260.25","3463510.25","3282085","2296046.75","3633806.75","3193822.75","negative","No Fragments","",""
"2813","135.8948","771.32","218203.39","144403.44","143453.59","114839.56","176952.03","200986.98","119509.67","133045.28","180563.19","141404.67","461691.47","404581.13","136199.13","427252.75","392314.97","98477.46","383347.31","429804.28","339872.47","429927.53","417144.44","negative","No Fragments","",""
"2814","194.9969","937.63","316872.53","922621.31","251883.97","344273.91","429716.72","430057.38","198633.58","528626.88","753147.06","382455.38","137170.22","263995.88","81069.63","221563.8","152437.81","164355.86","61574.69","147881.78","217803.75","128542.51","4107540","negative","No Fragments","",""
"2815","174.0408","866.5","1788477.75","1587758.63","1891389.75","1821941.88","1862367","2155820.25","1916823.38","1985322.38","2568925.5","2060612.25","2336696","2937334.5","2724981.5","2928602.75","2921176.5","3036014.5","2912443.25","3179725.75","2696082","3378168.75","3978661","negative","Annotate in FrAnK","2-Amino-3-oxoadipate,2-amino-3-oxo-hexanedioic acid,D-N-(Carboxyacetyl)alanine,N-Acetyl-L-aspartate,N-Acetyl-L-aspartic acid,N-Formyl-L-glutamate,N-Formyl-L-glutamic acid","C01042,C01045,C05520,HMDB00812,HMDB03470,HMDB39163,HMDB60273,LMFA01100036"
"2816","324.0938","868.17","62291.03","43701.15","59921.44","49793","70143.63","67937.05","55479.53","67159.35","79285.12","66764.95","99936.6","120139.17","105251.47","131957.75","110618.22","105108","91013.31","103037.16","92008.27","113494.5","204313.72","negative","No Fragments","N-Glycoloyl-neuraminate,N-Glycolylneuraminic acid,NeuNGc","C03410,HMDB00833,HMDB62502"
"2817","292.0165","868.57","27285.88","NA","28270.93","27239.37","37495.64","28776.36","25892.04","25545.79","27225.03","25787.81","36697.4","46481.8","40963.49","45098.73","46478.92","55242.79","44732.09","44151.45","39271.29","37635.75","56752.18","negative","No Fragments","",""
"2818","163.0249","938.42","3978045.75","120341.88","64177.28","78397.69","95045.42","73334.21","87557.39","100549.41","80291.54","86588.22","42682.59","80337.62","40175.28","73840.47","46725.16","61343.91","41901.13","49761.6","76830.62","55402.61","1178117.88","negative","No Fragments","2-Dehydro-D-xylonate","C02928"
"2819","116.9286","2543.67","1903592.38","1908899.38","2052285.13","1865379","1866188","1997055.63","1724386.63","1873494.25","2075449.38","1894896.5","2233306","2374951.5","2947911","2125646.5","2250873.75","3977325.25","2192232.75","2222028.75","2713592.25","2056150.75","2360482.25","negative","Annotate in FrAnK","",""
"2820","179.842","739.06","40071.26","50792.23","38197.55","44424.35","45855.32","36526.62","46891.86","50670.34","44946.11","43761.54","25287.88","127586.54","3870611.5","55519.33","71030.73","130141.38","25150.3","39377.56","44763.45","47382.51","39097.84","negative","No Fragments","",""
"2821","91.0401","612.59","528648.38","421884.69","492711.06","524176.03","411540.41","538682.5","509705.5","548313.5","448230.47","567903.38","306378.34","492822.75","285093.13","353188.06","239736.02","455674.25","337864.81","324823.78","239675.67","215524.8","3845447.75","negative","Annotate in FrAnK","Glycerol","C00116,HMDB00131"
"2822","124.9914","621.98","219841.05","220447.02","126168.8","151145.25","186882.73","156142.28","127310.92","104701.6","124031.7","111336.85","118104.62","301867.13","140001.41","171279.5","117099.27","116223.19","125952.34","152639.14","105194.98","122716.32","761020.81","negative","No Fragments","2-Hydroxyethanesulfonate,Dimethyl sulfate,Ethyl hydrogen sulfate","C05123,C19177,HMDB03903,HMDB31233"
"2823","144.0302","618.87","44444.55","95074.24","63112.6","74889.8","81839.71","78639.2","53748","48061.55","58940.95","42213.75","29255.05","42933.57","48251.83","41346.67","27394.32","24160.54","27095.58","33990.42","25726.75","27589.51","259506.73","negative","No Fragments","2-Keto-glutaramic acid,2-Oxoglutaramate,4-Oxoglutaramate","C00940,C05572,HMDB01552"
"2824","116.9286","1633.04","2222418","1865678.5","1824419.63","1707280","2009873.88","2203941.75","1663399","1654164.5","2016871.38","1836900.13","2341955.5","2609041.75","3119570.5","2728620.5","2863559","2476736.75","2702658","2507695.25","2942381.5","2172835.25","3638206","negative","Annotate in FrAnK","",""
"2825","117.9287","1639.9","287054.22","226126.33","226121.56","220894.36","246789.28","290351.88","217499.8","217764.83","261560.56","249984.95","288687.28","327440.22","361827.69","326762.5","343941.69","310614.53","346019.56","320473.13","344908.66","265942.28","455096.28","negative","No Fragments","",""
"2826","195.9059","1622.41","173971.13","147052.28","136334.58","136274.03","159715.59","176043.48","134204.41","136114.72","144538.05","152002.03","235365.86","267007.78","322903","262582.59","284947.19","258897.31","260657.42","261804.55","318881.75","224966.98","398356","negative","No Fragments","",""
"2827","195.9059","1622.41","173971.13","147052.28","136334.58","136274.03","159715.59","176043.48","134204.41","136114.72","144538.05","152002.03","235365.86","267007.78","322903","262582.59","284947.19","258897.31","260657.42","261804.55","318881.75","224966.98","398356","negative","No Fragments","",""
"2828","154.9475","1636.87","94764.78","88552.51","101524.89","101750.01","95450.3","87665","102035.48","100797.72","91168.95","94132.27","206237.61","215222.67","215537.97","213352.56","220610.67","207372.83","218937","221542.98","209430.48","190259.83","181551.3","negative","No Fragments","",""
"2829","390.9007","949.96","3375855","3012146","3637042","2733562","3125089.75","3464434.25","2955986","3440559.75","3148207.5","3073456.75","1425267.63","2231526.25","2434099.75","2165483","1965971","2234893","2449889.5","2317553","2148142","2233105.5","1909584.5","negative","Annotate in FrAnK","",""
"2830","610.8007","949.67","475228.94","553429.75","584236.81","476203.31","495218.69","547427.38","543637.25","590414.06","603276.06","542423.44","315710.63","366736.13","407544.63","367450.75","400471.06","360359.38","461011.5","384165","363422.09","345904.97","321519.78","negative","No Fragments","",""
"2831","510.8599","948.71","521992.59","513603.75","525651.44","528745.56","578221.69","522367.44","492623.47","485251.16","481644.66","490881.31","191757.28","268244.75","274986.34","206649.16","227472.19","241922.22","219902.28","245096.14","255382.61","240268.53","269238.78","negative","No Fragments","",""
"2832","586.8547","949.42","431233.91","289292","436401.22","273621.31","355273.19","405921.94","335048.19","481850.09","339191.72","404336.28","109634.1","187271.89","229406.05","238828.63","195619.36","192033.09","264629.47","250061.14","213630.73","286472.81","170911.09","negative","No Fragments","",""
"2833","608.837","948.82","278129.94","312576.5","296162.06","273981.16","309615.31","294232.97","297279.09","318483.63","288981.84","297915.88","117786.54","107636.73","139713.44","158285.94","104286.34","142474.78","121405.73","138503.56","120130.51","144109.27","124495.59","negative","No Fragments","",""
"2834","706.8142","951.2","169361.81","191543.84","178588.41","210630.91","221553.09","239303.72","188197.14","185442.95","189553.19","175775.95","82095.16","62820.93","62132.31","59482.84","96466.73","96903.06","113017.03","49167.95","68010.45","97936.52","78967.88","negative","No Fragments","",""
"2835","684.8322","949.92","195389.77","167268.97","237458.02","141414.22","166096.92","174177.39","127231.97","195133.7","171192.2","172607.72","NA","130764","157655","56962.47","98971.09","110977.78","82840.66","140232.77","132208.36","92967.73","112564.02","negative","No Fragments","",""
"2836","750.7781","949.76","82547.52","101324.93","92009.69","93200.05","121470.58","101501.56","83595.54","75961.7","83591.18","88155.09","29035.96","49349.73","51014.95","40568.68","39117","47903.29","45563.16","41415.36","52227.63","33706.29","38436.61","negative","No Fragments","",""
"2837","203.869","2628.29","2920916.5","3319865","3253944.75","2867126.75","3620008.75","2984876.75","3256075","2913203.5","3200490.75","2987817.75","2908760.75","3251179","3073516.75","3134299.25","3234267.25","3106481.25","3314990","3343960.25","3148242","2886151.5","3289326.75","negative","Annotate in FrAnK","",""
"2838","205.8672","2627.91","2647248","3043113.25","2915849.75","2677079.75","3126450.25","2542891.5","2783700.25","2763859.75","2854394.25","2918209","2565887","2893859.25","2803420.5","2894280","2933199.75","2740368.75","2934469.75","2970042.25","2740076.5","2558246.5","2911212.25","negative","Annotate in FrAnK","",""
"2839","207.8654","2627.41","620743.44","644906.75","614958.06","597916.94","724680.69","565474.5","650593.06","625424.56","646918.25","594391.5","601412.75","692827.13","625239.13","658939.44","674096.44","622741.31","710072.06","702274.63","631134.19","637847.13","698948.56","negative","Annotate in FrAnK","",""
"2840","294.8","2627.9","303532.31","350017.25","374296.72","284577.81","445030.44","318614.03","324774.53","341445.41","397478.91","365831.31","376517.97","434003.72","406927.34","484514.81","444414.25","379337.28","458928.44","460366.44","427319.88","374963.84","447404.16","negative","No Fragments","",""
"2841","292.8019","2630.82","222995.2","256059.34","259513.72","210939.06","308932.31","239658.3","269753.81","291093.28","262834.03","271497.25","299090.34","343840.22","311039.38","337234.69","348382.97","280010","342744.56","343225.66","334245.31","293536.19","368068.94","negative","No Fragments","",""
