"Peak id","Mass","RT","24_U1.mzXML","24_U2.mzXML","24_U3.mzXML","24_U4.mzXML","24_INFEC_1.mzXML","24_INFEC_2.mzXML","24_INFEC_3.mzXML","24_INFEC_4.mzXML","24_HK1.mzXML","24_HK2.mzXML","24_HK3.mzXML","24_HK4.mzXML","24_SOR_UN1.mzXML","24_SOR_UN2.mzXML","24_SOR_UN3.mzXML","24_SOR_UN4.mzXML","24_SOR_IN2.mzXML","24_SOR_INF1.mzXML","24_SOR_INF3.mzXML","24_SOR_HK1.mzXML","24_SOR_HK2.mzXML","24_SOR_HK3.mzXML","24_SOR_HK4.mzXML","Polarity","FrAnK Annotation","PiMP Annotation","KEGG ID"
"33","386.2064","1553.19","228463.47","152609.89","274612.97","59382.04","NA","254933.86","39110.57","212086.8","137546.55","140069.03","318430.88","111266.66","112225.57","94146.71","352882.47","244647.77","472680.03","234186.34","182098.52","156233.31","161470.7","195945.83","567804.94","positive","No Fragments","Arformoterol,Formoterol","C07805,HMDB15118,HMDB15399"
"34","177.1192","1553.02","102115.79","169618.69","103802.84","58990.91","17256.52","115763.21","36235.2","102939.26","105476.92","74725.79","110462.72","76505.72","123399.14","120675.63","208797.33","130169.73","183784.48","115183.02","115273.63","123234.54","126412.84","145214.94","222732.02","positive","No Fragments","",""
"35","132.1019","678.13","60188312","49725392","67889176","23625434","4063469.5","70832600","19846394","68366208","46429208","44914012","65316804","39024476","58229760","59411460","119357832","91221192","142045168","84296376","74190104","58004168","58882476","71666784","163886496","positive","D-Alloisoleucine (C6H13NO2) Prob = 97.2700000000","(2R,3R)-2,3-Butanediol,(3R)-beta-Leucine,(R,R)-Butane-2,3-diol,(S,S)-Butane-2,3-diol,(±)-erythro-Isoleucine,1,1-Dimethoxyethane,1,3-Butanediol,2,3-Butanediol,2-Amino-4-methylpentanoic acid,2-Ethoxyethanol,2S-Amino-3S-methylpentanoic acid,2S-amino-hexanoic acid,3,3,5-triiodo-L-thyronine-beta-D-glucuronoside,3-Aminocaproic acid,6-Aminohexanoate,6-Deoxyfagomine,6-amino-hexanoic acid,Aminocaproic acid,Beta-Leucine,D-Isoleucine,D-Leucine,Isoleucine,L-Alloisoleucine,L-Isoleucine,L-Leucine,L-Norleucine,Leucine,N,N-Diethylglycine,N-(2-Hydroxyethyl)-morpholine,N-methylvaline,beta-Alaninebetaine,meso-2,3-Butanediol","C00123,C00407,C01570,C01933,C02378,C02486,C03044,C03046,C06418,C08263,C14687,C16434,C16439,C16647,C20335,C20657,HMDB00172,HMDB00557,HMDB00687,HMDB01645,HMDB01901,HMDB03156,HMDB03640,HMDB13773,HMDB29168,HMDB30061,HMDB31213,HMDB31320,HMDB33007,HMDB33923,HMDB36382,HMDB60650,HMDB61716,HMDB62203,LMFA01100035,LMFA01100042,LMFA01100047,LMFA01100048,Std1_1_20170612_135637_9"
"36","214.0909","671.48","984629.38","929216.19","1058324.38","787342.13","865815.75","1008956.81","760181.13","1312370.13","907267.5","942436.31","968753.63","870859","1200305.88","1280435.25","1675168.5","1407463.25","1754719.38","1479207.25","1339153.5","1209005.25","1300662.5","1349755.5","1859410.5","positive","No Fragments","",""
"37","189.0734","674.11","179514.59","118645.78","183454.91","79273.6","44075.63","122218.9","55230.59","174076.23","156072.11","139606.31","171206.64","84219.03","518788.63","445544.09","944012.13","712460.19","1067361.63","646369.25","503290.19","491160.09","502066.53","537604.06","1112249.5","positive","No Fragments","(Z)-1-(Methylthio)-5-phenyl-1-penten-3-yne,1-Deoxy-D-glucitol,N-Methyl-N'-nitro-N-nitrosoguanidine","C14592,HMDB32688,HMDB41500"
"38","176.0658","677.76","251456.31","144939.98","210820.7","79529.45","NA","199202.36","75340.6","273620.81","162886.66","162189.13","244817.91","122403.62","169140.98","232672.16","457745.47","321525.22","509772.47","369740.03","229033.33","193330.53","212755.23","201601.19","470517.06","positive","No Fragments","",""
"39","343.1895","678.95","266528.97","156660.72","259431.11","52273.01","NA","270144.72","NA","256214.89","136897.53","129780.94","229704.19","127726.34","101999.94","98690.63","324295.13","192811.98","354579.91","198605.44","148859.66","132919.45","108408.74","138046.13","449468.69","positive","No Fragments","7-(4-Hydroxy-3-methoxyphenyl)-5-methoxy-1-phenyl-3-heptanone","HMDB29525"
"40","282.0299","677.78","257825.25","222643.8","271764.25","144806.66","NA","268195","116728.99","273263.31","229464.25","223918.03","300078.38","207711.38","190980.61","247349.7","326461.34","314459.63","341314.44","283838.72","269853.28","212297.69","238930.38","209756.84","337896","positive","No Fragments","8-Hydroxy-2-chlorodibenzofuran,8-Hydroxy-3-chlorodibenzofuran","C15237,C15241"
"41","123.0553","433.88","34449272","34607860","43107136","21385084","955277.25","47423208","13001686","44386944","36145320","31333562","49281176","11120900","59640576","54780676","121204704","90668760","128394904","80887472","75334480","65860256","73521096","74564688","147834336","positive","Niacinamide (C6H6N2O) Prob = 92.5300000000","2-Acetylpyrazine,Isonicotineamide,Niacinamide,Nicotinamide,Picolinamide","C00153,C01950,C02421,HMDB01406,HMDB31861"
"42","239.1389","434.09","7172074","7748277.5","6859182.5","9299253","677919.44","6562610.5","4426643","9573134","8737892","8410979","9363552","5654568.5","18762962","19440250","20650354","18429546","20350580","21066116","19475308","18727592","20423406","19467632","17917934","positive","Annotate in FrAnK","Desglymidodrine,Ecgonone methyl ester,L-Metanephrine,Metanephrine,Secobarbital,Tenuazonic acid","C05588,C08511,C20371,HMDB04063,HMDB14562,HMDB36074,HMDB60558,HMDB62493"
"43","261.1208","434.72","1027781.25","1348562.13","1497789.13","1673145.38","128247.19","1124207.38","1265731.75","2129378.25","1372351.75","1498170.5","1915369.38","1067174.88","2457003.5","2793561.25","2537019.5","2437558","2642184.25","2713277.75","2813071.25","2514963.75","2930846.75","2772274.25","2627602.25","positive","Annotate in FrAnK","Desglymidodrine,Ecgonone methyl ester,L-Metanephrine,Metanephrine,Secobarbital,Tenuazonic acid","C05588,C08511,C20371,HMDB04063,HMDB14562,HMDB36074,HMDB60558,HMDB62493"
"44","134.0812","435.54","169605.72","324339.75","259643.28","423120.41","39086.18","311998.31","223271.98","503787.22","396434.75","338348.06","340669.75","109795.02","1173276.5","950202.5","1496109.75","1153535.38","1625134.63","1246196.75","877089.31","1223811","2059186","1281230.25","1404909","positive","No Fragments","1,4-Dideoxy-1,4-imino-D-ribitol,Glycerol,L-2-Amino-5-hydroxypentanoic acid,N-Hydroxy-L-valine,N-Lactoyl ethanolamine","C00116,C20313,HMDB00131,HMDB31658,HMDB32356,HMDB39499"
"45","190.1073","436.13","894780.44","793288.63","975555.44","702942.88","131458.44","632884.5","712758.13","633779.81","809118.06","297944.78","446740.81","116573.14","1730027.75","1743713.38","1856927.88","1831716.13","2027804.25","1668998.88","1920500.38","1350144.75","1430146.13","1391091.13","1405043.88","positive","No Fragments","(2-Methoxyethoxy)propanoic acid,(2S)-2-{[1-(R)-Carboxyethyl]amino}pentanoate,(R) 2,3-Dihydroxy-3-methylvalerate,(R)-2,3-Dihydroxy-3-methylpentanoate,(R)-Mevalonate,(R)-Pantoate,(R)-mevalonate,(S)-Mevalonate,2 -(Butylamido)-4-hydroxybutanoic acid,2,3-Dihydroxy-3-methylpentanoate,3,6-Dideoxy-L-galactose,Abequose,Alexine,Australine,Castanospermine,Glycerol 1-propanoate,Mevalonic acid,N-Methylcalystegine B2,N-lactoyl-Valine","C00418,C00522,C02104,C02256,C03348,C04104,C06007,C06326,C06471,C10124,C10132,C11843,HMDB00227,HMDB12140,HMDB31639,HMDB36604,HMDB59629,HMDB59705,HMDB62181,LMFA01050352"
"46","218.1024","432.85","652168.88","739030.81","712674.63","622964","79549.12","536157.38","520125.34","861423.19","754735.06","737063.5","731151.88","221185.44","1056285.25","927302.75","999623.63","1351355","1193501.13","1177378.75","1226654.63","882136.5","823302.5","940158.56","950100","positive","No Fragments","(2R,3S)-3-Isopropylmalate,(R)-2-(n-Propyl)-malate,(±)-Glycerol 1,2-diacetate,2,3-Dimethyl-3-hydroxyglutaric acid,2,3-dimethyl-3-hydroxy-glutaric acid,2-Isopropylmalic acid,2-Propylmalate,2-isopropyl-malic acid,3-Hydroxy-2-methylglutarate,3-Isopropylmalate,3-Propylmalate,3-propylmalic acid,alpha-Isopropylmalate","C02123,C02504,C03328,C04411,C05994,HMDB00402,HMDB02025,HMDB12156,HMDB29169,HMDB31712,LMFA01170064,LMFA01170081,LMFA01170083"
"47","130.0863","434.38","887194.06","685849","737454.94","658104.81","113840.05","608224.88","637415.13","912457","808425.25","364951.56","793084","488084.16","1122388.63","1083974.5","1168578.5","1196218.75","1349270.5","1307428","819338.19","917254.38","1333448.63","1313683.13","1234820.38","positive","No Fragments","(2E)-Decenoyl-ACP,(R)-Acetoin,(S)-Acetoin,1,4-Dioxane,1-Aminocyclopentanecarboxylate,1-Hydroxy-2-butanone,2-Methylpropanoate,2-Pyrrolidineacetic acid,3-Acetamidobutanal,3-Hydroxybutan-2-one ,3R-Hydroxybutan-2-one,Acetoin,Butanoic acid,Butyric acid,D-Pipecolic acid,Ethyl acetate,Isobutyric acid,Isopropyl formate,L-Pipecolate,L-Pipecolic acid,L-trans-4-Methyl-2-pyrrolidinecarboxylic acid,Methyl propionate,N4-Acetylaminobutanal,Pipecolic acid,Propyl formate,Vigabatrin,formyl propionate,trans-3-Aminocyclopentane-1-carboxylic acid","C00246,C00408,C00466,C00810,C00849,C01769,C02632,C03969,C05936,C07500,C13696,C14440,HMDB00039,HMDB00070,HMDB00716,HMDB01873,HMDB03243,HMDB04226,HMDB05960,HMDB15212,HMDB29435,HMDB29444,HMDB30062,HMDB31217,HMDB31507,HMDB40253,HMDB40579,HMDB59649,HMDB62225,LMFA01010004,LMFA01020071,LMFA07010410,LMFA12000020,LMFA12000064"
"48","204.1231","434.84","311624.56","341683.53","402630.91","307800.47","12042.49","282837.66","331988.41","222062.44","507857.69","99043.98","249321.25","42283.08","763654.31","1060002.88","979255.81","822851.13","1232923.88","888141.31","777338","543882.13","754942.06","670147.5","717555.69","positive","No Fragments","2-(1-Ethoxyethoxy)propanoic acid,Dimethicone,L-Acetylcarnitine,N-lactoyl-Leucine,Oleandrose,beta-Cymaropyranose","C08234,C08237,HMDB00201,HMDB33532,HMDB59918,HMDB62176"
"49","272.1853","433.55","385287.88","604087.06","562447.13","394875.78","NA","459849.56","330605.78","493269.88","576447.75","460316.41","470538.25","176367.05","836439.5","626396.63","995518.5","753699.38","863953.31","1196929.25","822055.94","766594.19","1044013","624733.94","801671.88","positive","Annotate in FrAnK","Bis(1-methylethyl) hexanedioate,Dibutyl succinate,Diisopropyl adipate,Dipropyl hexanedioate,Dodecanedioic acid,Talaromycin A","C02678,C14523,C19143,HMDB00623,HMDB30143,HMDB41613,HMDB41614,LMFA01170009"
"50","176.0918","436.52","227590.5","139910.06","233729.56","177042.58","19848.07","165614.88","54970.62","240473.95","136915.88","50606.44","47075.45","21933.65","602370.31","530821.06","773437.81","697664.44","577876.81","413140.59","557680.88","722006.31","373877.88","518979.5","471007.41","positive","No Fragments","(R)-2,3-Dihydroxy-3-methylbutanoate,(R)-2,3-Dihydroxy-isovalerate,(R)-glycerol 1-acetate,1-Deoxy-D-xylulose,2,3-Dihydroxy-2-methylbutanoic acid,2,3-Dihydroxy-3-methylbutanoate,2,3-Dihydroxyvaleric acid,2,3-dihydroxy-valeric acid,2-Aminoheptanedioic acid,2-Deoxy-L-arabinose,2-Deoxy-alpha-D-ribopyranose,Calystegin B2,Calystegine B2,Calystegine B5,Deoxyribose,N-Carboxyethyl-g-aminobutyric acid","C01801,C02783,C04039,C04272,C06257,C08347,C10851,HMDB00421,HMDB01292,HMDB02201,HMDB03224,HMDB12141,HMDB12485,HMDB29576,HMDB34252,HMDB36383,HMDB38594,LMFA01050384"
"51","201.1122","435.92","NA","NA","NA","169494.52","NA","57367.63","NA","112008.05","NA","NA","149522.63","NA","681971.94","767120.25","729767.06","522826.53","680037.94","637143.13","534820.19","323151.97","500047.88","591562.31","472953.19","positive","No Fragments","(1R,2R,3S,1'R)-Nepetalinic acid,(±)-Camphoric acid,2,6R-Dimethyl-2E-octen-1,8-dioic acid,2E-Decenedioic acid,3,6-dioxo-decanoic acid,3,7-Dimethyl-2E-octene-1,8-dioic acid ,4E-Decenedioic acid,4Z-Decenedioic acid,5-Pentyltetrahydro-2-oxo-3-furancarboxylic acid,6,9-dioxo-decanoic acid,Matsutakic acid A,alpha-Carboxy-delta-nonalactone,cis-4-Decenedioic acid,cis-5-Decenedioic acid","HMDB00603,HMDB13227,HMDB30989,HMDB30990,HMDB34491,HMDB34971,HMDB36715,LMFA01060079,LMFA01060080,LMFA01170032,LMFA01170044,LMFA01170045,LMFA01170131,LMFA01170132"
"52","234.2063","435.33","NA","74685.66","NA","169454.97","NA","137572.08","NA","156008.14","NA","NA","NA","NA","764926.25","691666","659744.25","646807.81","731571.88","653647.25","696173.5","570915.63","676592.44","633807.5","694675.69","positive","No Fragments","",""
"53","260.1279","434.16","165619.47","146207.67","404080.34","266143.38","33964.91","260028.86","155295.08","339385.84","383614.34","249412.42","303332.22","22602.64","622811.75","517207.25","619820.31","624642.38","679875.19","678463.25","608213.75","565804.31","590519.19","593694.5","569105.63","positive","No Fragments","(R)-Bitalin A,6,8-Dimethyl-6,7,8,9-tetradehydroergoline,Dihydroeuparin,Eupatoriochromene,Norbelladine,Norsanguinine,Platydesmine,Toxol","C08744,C08979,C09006,C12253,C16701,C16721,C20457,HMDB40358"
"54","215.0914","434.51","98240.66","244664.81","106693.15","288187.66","NA","174961.36","301089.47","198802.39","400440.5","194147.69","182623.22","NA","396493.38","425376.09","544484.94","405708.47","529773.25","524031.16","495842.63","397886.38","391494.88","505622.56","515054.44","positive","No Fragments","",""
"55","171.1016","436.49","249412.86","NA","NA","53532.3","NA","63573.52","NA","75986.95","NA","NA","138363.41","NA","489919.63","277988.22","417504.53","508713.91","488014.66","428023.25","374830.84","350377.22","439914.97","457398.41","410356.16","positive","No Fragments","1,4-Ipomeadiol,Furfural diethyl acetal,cis-3-Hexenyl pyruvate","C14280,HMDB30471,HMDB38276"
"56","157.086","435.84","64641.74","80551.75","NA","30770.29","NA","63851.63","NA","NA","NA","NA","42415.42","NA","397981.84","353155.16","430389.44","477979.5","387314.63","349945","356388.66","275768.5","417909.63","296460.22","310360.91","positive","No Fragments","2,5-Dimethyl-4-ethoxy-3(2H)-furanone,2-Methylcholine,5-oxo-7-octenoic acid,8-Hydroxy-5,6-octadienoic acid","C02224,HMDB31101,HMDB32232,LMFA01060165"
"57","184.0969","435.11","156436.61","178144.89","174089.94","190448.27","47614.7","152125.34","62325.32","239018.09","127160.09","149651.64","161012.08","62969.4","259545.2","191902.73","290689.53","330196.69","382960.69","230801.09","209354.09","218386.02","231223.44","212651.19","449359.5","positive","No Fragments","3,4,5,6-Tetrahydrohippuric acid,3-acetyl-3-methyldihydrofuran-2(3H)-one,4-Oxocyclohexanecarboxylate,5-Ethyl-3-hydroxy-4-methyl-2(5H)-furanone,7-hydroxy-5-heptynoic acid,Epinephrine,Erinapyrone A,Erinapyrone B,Ginkgotoxin,Homofureanol,L-Adrenaline,L-Normetanephrine,Levonordefrin,Mesifurane,Methylnoradrenaline,Nicotine imine,Nordephrine,Normetanephrine,Oxidized-adrenal-ferredoxin","C00788,C03767,C05589,C11768,C17925,HMDB00068,HMDB00819,HMDB01010,HMDB02832,HMDB15652,HMDB29455,HMDB33551,HMDB33736,HMDB34230,HMDB41426,HMDB41427,HMDB61679,HMDB62515,LMFA01050262,LMFA07040006"
"58","159.0652","437.47","47470.62","65616.09","98584.23","54842","NA","48474.55","22294.51","68131.9","66578.67","NA","26794.39","12448.96","349085.25","384634.06","438590.06","437093.84","385200.63","346638.44","379849.38","367485.41","275413.31","315796.75","265511.09","positive","No Fragments","(1S,4S)-4-Hydroxy-3-oxocyclohexane-1-carboxylate,2-Isopropylmaleate,5-D-(5/6)-5-C-(Hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one,Betaine aldehyde hydrate,Dimethyl citraconate,Ethyl 5-oxotetrahydro-2-furancarboxylate,Isopropylmaleate,Succinylacetone,xi-2,3-Dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one","C02631,C04670,C04815,C05126,C07345,HMDB00635,HMDB12241,HMDB36380,HMDB59815"
"59","161.0921","438.19","67802.31","92742.99","102743.7","105094.14","51548.44","77727.19","66278.88","161909.22","84251.42","79476.41","126821.2","43037.5","219497.34","158759.03","298894.41","200939.52","350188.34","254756.81","231848.45","326889.84","230030.84","178887.08","200968.77","positive","No Fragments","(-)-erythro-(2R,3R)-Dihydroxybutylamide,2-Methylserine,4-Acetamido-2-aminobutanoic acid,4-Amino-3-hydroxybutanoate,4-Amino-3-hydroxybutyrate,Alanyl-Alanine,D-Alanyl-D-alanine,D-Allothreonine,D-Threonine,Daminozide,Hydroxyethyl glycine,L-Allothreonine,L-Homoserine,L-Threonine,N(gamma)-Acetyldiaminobutyrate,N-alpha-Acetyl-L-2,4-diaminobutyrate,N5-Methyl-L-glutamine","C00188,C00263,C00820,C00993,C02115,C03153,C03678,C05519,C06442,C10996,C11108,C12317,C19929,HMDB00167,HMDB00719,HMDB03459,HMDB04041,HMDB28680,HMDB31411,HMDB61148,HMDB61877"
"60","141.091","435.13","66973.31","62217.61","17587.7","40140.19","NA","55175.49","126587.24","NA","NA","53391.07","18173.07","NA","271929.41","205425.95","277827.25","223027.73","302547.5","320627.06","222370.63","199825.53","201555.86","242236.02","318777.5","positive","No Fragments","2,4-Hexadienyl acetate,2-Hydroxy-3,4,5-trimethyl-2-cyclopenten-1-one,2-Propyl-2,4-pentadienoic acid,2-octenedial,2-octynoic acid,2E,4E-Hexadienyl acetate,2E,5-Hexadienyl acetate,2E,7-Octadienoic acid,3,4,4-Trimethyl-1,2-cyclopentanedione,3,5,5-Trimethyl-1,2-cyclopentanedione,3-Ethyl-2-hydroxy-4-methyl-2-cyclopenten-1-one,3-Ethyl-5-methyl-1,2-cyclopentanedione,3-Isopropyl-1,2-cyclopentanedione,3-Propyl-1,2-cyclopentanedione,4-Ethyl-2-hydroxy-3-methyl-2-cyclopenten-1-one,4-Vinylcyclohexene diepoxide,4-octenedial,4-oxo-2E-Octenal,4Z,7-octadienoic acid,5,7-octadienoic acid,7-Hydroxy-6-methylhepta-3,5-dienal,7-octynoic acid,Allyl tiglate,Ethyl 2-methyl-3,4-pentadienoate,Ethyl sorbate,Nervonyl carnitine,cis-1,2-Dihydro-3-ethylcatechol","C06727,C16656,C18011,C19311,HMDB06509,HMDB32311,HMDB36176,HMDB37167,HMDB37196,HMDB37625,HMDB39651,HMDB39652,HMDB39673,HMDB39680,HMDB39681,HMDB40463,HMDB40526,HMDB60682,LMFA01030441,LMFA01030442,LMFA01030577,LMFA01030578,LMFA01030795,LMFA06000037,LMFA06000038,LMFA06000129,LMFA07010177,LMFA07010180"
"61","153.091","437.53","NA","NA","NA","NA","NA","57550.15","NA","39938.07","NA","NA","NA","NA","202035.41","214934.52","278060.22","297655.94","272575.81","218910.52","122047.23","214606.44","147692.8","192939","207168.41","positive","No Fragments","(Dimethoxymethyl)benzene,1-(2-Furanyl)-1-pentanone,2,6,6-Trimethyl-2-cyclohexene-1,4-dione,2,6Z-Nonadien-4-olide,2-(Ethoxymethyl)phenol,2-Isopropoxyphenol,2-Isopropyl-1,4-benzenediol,2-Propenyl 2,4-hexadienoate,3,5-Dimethoxytoluene,3-(4-Hydroxyphenyl)-1-propanol,3-(5-Methyl-2-furanyl)butanal,3-Isopropylcatechol,4-(Ethoxymethyl)phenol,4-Ethyl-2-methoxyphenol","C01014,HMDB32132,HMDB32599,HMDB36169,HMDB36227,HMDB39801,HMDB39956,HMDB40175,HMDB40216,HMDB40449,HMDB41326,HMDB41804,HMDB59853,LMFA07040019"
"62","127.0502","447.47","43286.27","53598.19","87660.02","39755.47","NA","63971.23","16251","20332.21","292786.16","50858.5","39821.59","NA","71894.58","130388.24","296925.97","255725.8","215395.73","179023.67","227226.33","201567.2","91671.25","190206","282229.97","positive","No Fragments","1H-Imidazole-1-acetic acid,Imidazole-4-acetate,Imidazoleacetic acid,Thymine","C00178,C02835,HMDB00262,HMDB02024,HMDB29736"
"63","229.1182","437.9","NA","NA","NA","NA","NA","185342.66","NA","NA","NA","NA","NA","NA","237801.97","185554.34","228377.5","230264.86","200509.97","236812.69","NA","149117.91","58552.7","159054.52","252230.92","positive","No Fragments","(S)-ATPA,2-Keto-6-acetamidocaproate,6-Acetamido-2-oxohexanoate,6-Acetamido-3-oxohexanoate,Hydroxyprolyl-Proline,N-(3-(S)-Hydroxybutyryl)homoserine lactone,N-(3S-hydroxy-butanoyl)-homoserine lactone,N2-Acetyl-L-aminoadipate semialdehyde,Prolyl-Hydroxyproline,Prolylhydroxyproline,Tetraacetylethylenediamine","C03682,C05548,C11842,C12988,C13733,HMDB06695,HMDB12150,HMDB28871,HMDB29018,HMDB40573,LMFA08030005"
"64","132.1019","647.49","54595576","41850608","60825604","20689772","4127295.25","55917888","16245737","53475804","44647536","42371372","57216860","35287356","49964732","50057804","106774456","81621664","127868792","78648920","66461992","52855732","54888088","62898980","144999424","positive","Annotate in FrAnK","(2R,3R)-2,3-Butanediol,(3R)-beta-Leucine,(R,R)-Butane-2,3-diol,(S,S)-Butane-2,3-diol,(±)-erythro-Isoleucine,1,1-Dimethoxyethane,1,3-Butanediol,2,3-Butanediol,2-Amino-4-methylpentanoic acid,2-Ethoxyethanol,2S-Amino-3S-methylpentanoic acid,2S-amino-hexanoic acid,3,3,5-triiodo-L-thyronine-beta-D-glucuronoside,3-Aminocaproic acid,6-Aminohexanoate,6-Deoxyfagomine,6-amino-hexanoic acid,Aminocaproic acid,Beta-Leucine,D-Isoleucine,D-Leucine,Isoleucine,L-Alloisoleucine,L-Isoleucine,L-Leucine,L-Norleucine,Leucine,N,N-Diethylglycine,N-(2-Hydroxyethyl)-morpholine,N-methylvaline,beta-Alaninebetaine,meso-2,3-Butanediol","C00123,C00407,C01570,C01933,C02378,C02486,C03044,C03046,C06418,C08263,C14687,C16434,C16439,C16647,C20335,C20657,HMDB00172,HMDB00557,HMDB00687,HMDB01645,HMDB01901,HMDB03156,HMDB03640,HMDB13773,HMDB29168,HMDB30061,HMDB31213,HMDB31320,HMDB33007,HMDB33923,HMDB36382,HMDB60650,HMDB61716,HMDB62203,LMFA01100035,LMFA01100042,LMFA01100047,LMFA01100048,Std1_1_20170612_135637_9"
